review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
Skates are not good at all. But as first experience for locals it's very good!,skate be not good at all but as a first experience for local its very,3 stars,2020,cebu,"{'neg': 0.8859771, 'neu': 0.105663575, 'pos': 0.008359329}",0.8859771,0.105663575,0.008359329,negative
"Twas reallllly fun but buttt for first timers, i got a foot ache. Haahhahaha but over all. It was worth it.",twas really fun but for first timer i get a foot ache haahhahaha over all it be worth,5 stars,2019,cebu,"{'neg': 0.01872143, 'neu': 0.113102905, 'pos': 0.8681756}",0.01872143,0.113102905,0.8681756,positive
I was expecting to learn how to skate but unfortunately no trainor is available. Not good for first timer if no trainor.,i be expect to learn how skate but unfortunately no trainer be available not good for first timer if,4 stars,2020,cebu,"{'neg': 0.8278169, 'neu': 0.1603756, 'pos': 0.0118074585}",0.8278169,0.1603756,0.0118074585,negative
"If you want to experience ice skating, then this place is a good place to go ice skating.",if you want to experience ice skate then this place be a good go,5 stars,2019,cebu,"{'neg': 0.0012650066, 'neu': 0.06793295, 'pos': 0.9308021}",0.0012650066,0.06793295,0.9308021,positive
Good to know the skating rink is now open!!!,good to know the skating rink be now open,5 stars,2023,cebu,"{'neg': 0.0012761139, 'neu': 0.044174276, 'pos': 0.9545496}",0.0012761139,0.044174276,0.9545496,positive
The rink was wonderful but the people do not give great service,the rink be wonderful but people do not give great service,3 stars,2020,cebu,"{'neg': 0.6219588, 'neu': 0.2742081, 'pos': 0.10383315}",0.6219588,0.2742081,0.10383315,negative
"It's fun in here. Rental shoes are bad tho, it's very stinky and uncomfortable",its fun in here rental shoe be bad tho very stinky and uncomfortable,4 stars,2020,cebu,"{'neg': 0.6538346, 'neu': 0.28556228, 'pos': 0.060603146}",0.6538346,0.28556228,0.060603146,negative
Way too expensive!!!!,way too expensive,1 star,2021,cebu,"{'neg': 0.83481014, 'neu': 0.14691444, 'pos': 0.018275468}",0.83481014,0.14691444,0.018275468,negative
nice,nice,5 stars,2024,cebu,"{'neg': 0.052610055, 'neu': 0.30867004, 'pos': 0.63871986}",0.052610055,0.30867004,0.63871986,positive
Experience skating in sm SEASIDE,experience skate in sm seaside,5 stars,2020,cebu,"{'neg': 0.010420974, 'neu': 0.8513963, 'pos': 0.13818274}",0.010420974,0.8513963,0.13818274,neutral
I just walked past the place but it pools looked nice,i just walk past the place but its pool look nice,4 stars,2020,cebu,"{'neg': 0.0067539997, 'neu': 0.085742645, 'pos': 0.90750337}",0.0067539997,0.085742645,0.90750337,positive
"Nice place, gopd shooping, good food. And good prices!",nice place gopd shopping good food and price,5 stars,2020,cebu,"{'neg': 0.0033354883, 'neu': 0.04572974, 'pos': 0.9509347}",0.0033354883,0.04572974,0.9509347,positive
Stuggle is real when it's your first time lol.,stuggle be real when its your first time lol,5 stars,2020,cebu,"{'neg': 0.022967113, 'neu': 0.48027945, 'pos': 0.49675345}",0.022967113,0.48027945,0.49675345,positive
Nice place good for people who would like to skate.,nice place good for people who would like to skate,5 stars,2020,cebu,"{'neg': 0.0014198628, 'neu': 0.02105954, 'pos': 0.97752064}",0.0014198628,0.02105954,0.97752064,positive
ice skating in Cebu actually exists...take all the safety precations！,ice skate in cebu actually exist take all the safety precaution,5 stars,2020,cebu,"{'neg': 0.018324992, 'neu': 0.6966899, 'pos': 0.28498507}",0.018324992,0.6966899,0.28498507,neutral
Tiring but fun!,tire but fun,5 stars,2020,cebu,"{'neg': 0.041394837, 'neu': 0.33586273, 'pos': 0.6227424}",0.041394837,0.33586273,0.6227424,positive
i don't skate but it's to see kids skating and show talents,i do n't skate but its to see kid skate and show talent,4 stars,2020,cebu,"{'neg': 0.013517404, 'neu': 0.47587687, 'pos': 0.5106057}",0.013517404,0.47587687,0.5106057,positive
Here you can sing let it go from frozen:),here you can sing let it go from frozen,5 stars,2020,cebu,"{'neg': 0.026712187, 'neu': 0.5903566, 'pos': 0.38293123}",0.026712187,0.5903566,0.38293123,neutral
Here you can practice skating with the ice prior to flying Iceland...,here you can practice skate with the ice prior to fly iceland,5 stars,2020,cebu,"{'neg': 0.0050897575, 'neu': 0.65301514, 'pos': 0.3418951}",0.0050897575,0.65301514,0.3418951,neutral
"If you wanna skate this is the place, only ice surface in Cebu.",if you want to skate this be the place only ice surface in cebu,4 stars,2023,cebu,"{'neg': 0.005205532, 'neu': 0.5175113, 'pos': 0.47728312}",0.005205532,0.5175113,0.47728312,neutral
Love the Foods and View Of The Mall From High.,love the food and view of mall from high,5 stars,2020,cebu,"{'neg': 0.0024935903, 'neu': 0.015994182, 'pos': 0.9815122}",0.0024935903,0.015994182,0.9815122,positive
so much fun,so much fun,5 stars,2020,cebu,"{'neg': 0.007178726, 'neu': 0.045857113, 'pos': 0.94696414}",0.007178726,0.045857113,0.94696414,positive
It was good fun the children love it too,it be good fun the child love too,4 stars,2020,cebu,"{'neg': 0.002939348, 'neu': 0.037883867, 'pos': 0.9591768}",0.002939348,0.037883867,0.9591768,positive
Love the experience so much fun,love the experience so much fun,5 stars,2019,cebu,"{'neg': 0.0044904766, 'neu': 0.00867658, 'pos': 0.9868329}",0.0044904766,0.00867658,0.9868329,positive
Great experience,great experience,5 stars,2023,cebu,"{'neg': 0.008248496, 'neu': 0.06650497, 'pos': 0.92524654}",0.008248496,0.06650497,0.92524654,positive
Wider artificial ice skating feels like real.,wider artificial ice skate feel like real,4 stars,2019,cebu,"{'neg': 0.02351282, 'neu': 0.7036453, 'pos': 0.2728419}",0.02351282,0.7036453,0.2728419,neutral
Valbasauuurrr,valbasaur,4 stars,2024,cebu,"{'neg': 0.15700322, 'neu': 0.6318479, 'pos': 0.21114892}",0.15700322,0.6318479,0.21114892,neutral
Very accommodating staff's 👍 …,very accommodating staff,5 stars,2020,cebu,"{'neg': 0.006647117, 'neu': 0.14605233, 'pos': 0.8473005}",0.006647117,0.14605233,0.8473005,positive
we just have our bonding,we just have our bonding,4 stars,2020,cebu,"{'neg': 0.030201297, 'neu': 0.5684405, 'pos': 0.40135822}",0.030201297,0.5684405,0.40135822,neutral
Ok and help full staff,ok and help full staff,4 stars,2020,cebu,"{'neg': 0.026760956, 'neu': 0.7027149, 'pos': 0.2705241}",0.026760956,0.7027149,0.2705241,neutral
Ice skating rink.,ice skate rink,5 stars,2019,cebu,"{'neg': 0.07462719, 'neu': 0.78326005, 'pos': 0.14211272}",0.07462719,0.78326005,0.14211272,neutral
Very good,very good,5 stars,2020,cebu,"{'neg': 0.006082694, 'neu': 0.04570615, 'pos': 0.9482112}",0.006082694,0.04570615,0.9482112,positive
So cold,so cold,5 stars,2020,cebu,"{'neg': 0.70709705, 'neu': 0.25869715, 'pos': 0.03420571}",0.70709705,0.25869715,0.03420571,negative
ice skating ring so fun,ice skating be also so fun,5 stars,2020,cebu,"{'neg': 0.002452945, 'neu': 0.036909994, 'pos': 0.96063703}",0.002452945,0.036909994,0.96063703,positive
Ise skating is life💗💗💗 …,ise skating be life,5 stars,2019,cebu,"{'neg': 0.022952523, 'neu': 0.48814106, 'pos': 0.48890632}",0.022952523,0.48814106,0.48890632,positive
It is super fun,it 's super fun,5 stars,2020,cebu,"{'neg': 0.0031792782, 'neu': 0.029437803, 'pos': 0.96738297}",0.0031792782,0.029437803,0.96738297,positive
It's great!,its great,5 stars,2020,cebu,"{'neg': 0.008418248, 'neu': 0.062414467, 'pos': 0.92916733}",0.008418248,0.062414467,0.92916733,positive
super duper fun,super fun,5 stars,2020,cebu,"{'neg': 0.0041775964, 'neu': 0.04039957, 'pos': 0.9554229}",0.0041775964,0.04039957,0.9554229,positive
Do not skate,do n't skate,3 stars,2020,cebu,"{'neg': 0.20573615, 'neu': 0.7145761, 'pos': 0.07968773}",0.20573615,0.7145761,0.07968773,neutral
nice and fun.,nice and fun,4 stars,2016,cebu,"{'neg': 0.004449301, 'neu': 0.05977735, 'pos': 0.9357733}",0.004449301,0.05977735,0.9357733,positive
Fun place!,fun place,4 stars,2020,cebu,"{'neg': 0.009000547, 'neu': 0.1306758, 'pos': 0.86032367}",0.009000547,0.1306758,0.86032367,positive
Still closed.,still close,1 star,2022,cebu,"{'neg': 0.121845804, 'neu': 0.59655404, 'pos': 0.28160018}",0.121845804,0.59655404,0.28160018,neutral
Nice place,nice place,5 stars,2020,cebu,"{'neg': 0.005885102, 'neu': 0.06502009, 'pos': 0.9290948}",0.005885102,0.06502009,0.9290948,positive
